Beneficio,Compra,Acidez,AcidoCitrico,pH,CloruroSodico,Densidad,Azucar,Sulfatos,Alcohol,Etiqueta,CalifProductor,Clasificacion,Region,PrecioBotella
0,1,1.335,1.85,5.75,0.028,1.0102,13.8,0.23,14.3,3,1,3,1,2.13
0,1,-0.125,0.0,6.75,0.788,0.99264,14.4,0.94,15.1,4,1,3,2,1.41
0,1,0.56,-0.39,7.33,0.064,0.99397,12.9,0.62,13.4,4,2,4,3,4.86
0,1,0.24,0.29,6.36,0.023,1.08635,10.2,1.88,15.4,4,2,2,2,1.14
0,1,0.24,2.05,6.08,0.044,0.9938,14.9,0.51,15.8,4,4,2,3,3.11
0,1,0.24,0.32,6.15,-0.522,0.99225,9.9,2.11,15.7,3,1,4,2,1.0
0,1,0.64,0.33,5.78,0.034,0.99,11.2,0.51,13.4,4,2,3,2,1.35
0,1,0.36,-1.0,7.19,0.04,0.99173,9.7,1.53,12.2,3,3,3,1,1.04
0,1,-0.85,-1.06,6.83,-0.424,0.9989,12.6,0.79,12.9,4,2,3,2,1.37
0,1,0.53,0.38,6.25,999.0,0.99062,7.1,0.6,18.3,4,4,3,1,2.54
0,1,0.31,0.24,7.12,0.037,0.9913,10.2,0.15,16.6,3,3,3,2,1.35
0,1,-0.62,0.34,5.72,0.043,0.9962,8.1,0.77,10.6,4,2,2,3,3.02
0,1,0.265,-2.38,6.75,0.036,0.99299,10.5,1.91,11.4,3,1,3,3,5.76
0,1,0.44,0.44,5.87,0.048,0.99955,8.5,0.54,11.6,3,2,3,3,1.0
0,1,0.25,0.28,5.52,0.565,0.9918,13.0,0.58,13.6,3,3,2,1,1.0
0,1,0.34,0.4,7.14,0.046,1.02742,8.6,0.5,9.5,4,2,3,2,3.43
0,1,0.26,0.2,6.93,-0.465,0.99836,11.7,0.89,12.4,4,2,3,3,2.17
0,1,0.28,0.26,6.18,0.159,0.98894,8.8,0.41,12.1,4,2,1,1,3.25
0,1,0.61,-0.95,7.04,-0.103,0.9941,15.8,0.3,16.3,3,3,3,1,3.48
0,1,0.01,0.66,5.91,999.0,0.98675,12.6,0.79,25.1,3,5,3,2,1.55
0,1,-1.14,0.35,7.31,0.045,0.9933,7.8,0.44,10.7,3,2,3,2,1.34
0,1,0.355,1.09,5.73,999.0,1.00433,13.6,0.46,14.5,4,2,3,2,1.29
0,1,1.03,0.36,7.19,999.0,1.01277,11.1,0.47,11.5,4,2,3,1,3.13
0,1,0.34,0.75,6.09,0.034,0.99863,15.0,1.2,15.7,4,2,2,2,2.59
0,1,0.34,0.26,7.18,0.286,0.98919,11.9,0.49,13.0,2,1,3,2,5.17
0,1,0.155,1.43,7.11,0.025,0.9934,9.7,0.61,10.7,3,3,3,1,2.29
0,1,0.32,0.26,6.19,0.543,0.99662,13.0,0.65,14.0,3,3,3,1,1.5
0,1,0.25,1.2,5.9,0.049,0.99885,11.5,2.09,11.9,4,2,3,1,3.43
0,1,1.76,0.42,6.71,0.117,0.96197,9.6,0.74,10.4,5,3,1,3,1.99
0,1,-0.01,0.64,7.27,0.201,0.9942,11.8,2.83,13.1,4,1,2,3,3.89
0,1,-0.58,-0.61,5.8,0.504,1.01745,11.6,0.61,12.2,3,2,2,3,3.75
0,1,-0.81,0.52,5.61,0.36,0.9994,11.4,2.37,12.2,4,8,2,2,1.67
0,1,1.2,1.58,6.2,-0.435,0.95327,11.4,1.15,13.5,3,1,2,2,1.06
0,1,0.18,-1.02,5.82,999.0,0.9934,10.4,2.68,11.0,3,2,4,1,5.52
0,1,-0.05,0.46,6.79,0.104,1.04029,12.6,0.65,13.2,4,6,4,2,1.09
0,1,0.5,0.31,7.19,0.046,1.0422,14.1,0.51,14.2,3,2,3,2,5.23
0,1,0.28,-0.48,6.75,0.498,0.9896,12.5,1.04,12.8,3,1,3,2,5.37
0,1,0.3,0.35,6.94,0.032,1.00643,10.3,0.45,11.3,4,5,3,1,3.38
0,1,0.16,0.79,6.13,-0.115,0.94366,14.7,1.39,15.3,3,3,3,2,1.62
0,1,2.74,2.04,6.87,0.128,0.9966,13.8,0.33,14.5,4,3,3,1,1.66
0,1,0.16,0.27,6.49,0.149,0.94314,15.0,0.57,16.0,4,2,2,1,1.19
0,1,2.8,0.36,6.77,-0.294,0.94887,15.6,1.16,15.8,4,2,3,1,4.25
0,1,-0.08,0.3,6.41,-0.445,0.93977,12.0,0.31,12.3,3,3,1,2,2.59
0,1,0.72,0.39,5.81,-0.483,1.03996,10.6,0.38,17.7,3,2,4,2,1.2
0,1,0.21,1.68,6.03,0.039,1.01668,11.6,1.56,11.8,4,3,3,1,3.41
0,1,0.65,0.6,7.01,-0.067,0.993,10.4,0.54,11.3,4,2,3,3,1.65
0,1,-0.97,3.43,7.23,0.038,0.99566,10.9,0.56,11.9,5,4,2,1,2.01
0,1,1.66,0.34,5.91,0.026,1.02093,13.5,0.37,14.2,3,5,3,2,1.5
0,1,0.23,0.31,5.51,0.022,0.95724,6.5,1.28,12.9,3,2,3,1,1.51
0,1,-1.1,-0.32,6.21,0.028,0.99484,11.2,1.77,12.2,2,2,2,3,1.4
0,1,0.23,0.21,6.27,0.035,0.9942,5.6,1.08,6.5,3,2,1,2,3.23
0,1,0.44,0.33,6.33,0.033,0.9922,10.9,0.42,11.7,4,3,3,2,1.9
0,1,2.25,0.32,6.14,0.035,0.95124,18.9,0.48,19.9,4,2,4,3,2.89
0,1,0.68,2.27,7.05,0.049,0.99347,12.8,3.08,12.9,4,3,3,3,3.71
0,1,-0.29,0.36,6.45,0.028,1.03771,14.2,1.64,15.0,3,3,4,2,1.85
0,1,0.24,0.26,6.1,-0.743,0.99316,13.0,0.51,13.8,4,4,3,3,5.02
0,1,0.45,-0.12,6.12,-0.532,1.00662,11.3,0.4,12.4,4,3,4,2,2.57
0,1,0.16,0.27,6.3,0.166,0.95695,16.6,0.56,16.7,4,3,4,1,3.55
0,1,-0.49,1.13,7.18,-0.103,1.00259,14.0,0.41,16.4,4,2,4,1,4.6
0,1,0.68,1.35,6.85,-0.461,0.99119,13.5,0.3,14.3,4,2,3,3,4.64
0,1,-1.18,-0.6,6.64,-0.245,1.01846,13.2,0.76,14.2,5,3,4,1,1.68
0,1,0.55,0.28,7.28,0.074,1.02497,11.5,0.85,16.3,4,3,3,3,3.11
0,1,0.84,-0.79,7.07,-0.526,0.99059,12.4,0.74,13.3,4,2,4,2,1.27
0,1,1.75,0.22,7.15,999.0,0.9957,16.3,0.64,16.8,4,2,3,3,2.63
0,1,0.25,-0.13,6.17,0.242,0.96644,8.6,0.52,15.1,4,2,4,2,1.0
0,1,0.45,0.36,7.03,0.026,1.03625,15.3,0.25,15.9,4,4,4,1,4.68
0,1,-2.11,-0.09,5.68,-0.569,0.9487,15.2,0.42,16.0,3,2,2,2,3.56
0,1,1.63,0.28,6.86,0.032,0.98946,13.3,0.29,13.9,3,1,4,3,2.27
0,1,0.18,-2.64,7.21,0.046,0.95734,11.7,0.3,12.4,5,3,2,2,4.71
0,1,1.43,0.28,6.99,0.209,0.96419,14.2,3.29,14.7,4,2,4,1,1.95
0,1,-1.26,-0.53,6.76,-0.285,0.96603,16.6,1.96,16.7,4,3,4,3,1.66
0,1,-0.75,0.19,6.68,0.307,0.98304,10.8,1.27,11.4,5,3,0,2,3.6
0,1,0.18,0.35,7.18,-0.258,0.99898,12.4,0.42,12.8,4,2,3,3,3.85
0,1,0.18,1.65,6.92,-0.391,0.94837,11.8,1.25,12.8,5,2,2,1,1.0
0,1,2.29,-2.42,6.26,0.029,0.99534,12.3,0.36,13.1,4,2,4,3,1.85
0,1,1.07,-1.34,7.12,0.365,1.03741,10.5,0.46,11.2,5,3,4,1,2.9
0,1,-0.68,0.4,6.89,0.076,0.9834,17.9,1.51,18.8,5,4,3,2,1.45
0,1,0.15,0.4,8.35,999.0,0.94667,8.3,0.68,8.8,3,2,2,1,2.32
0,1,-1.19,0.25,6.74,-0.17,0.99691,7.1,0.43,9.8,2,2,2,1,4.4
0,1,0.38,0.26,6.07,0.035,0.97228,4.8,0.47,13.6,2,2,0,2,1.27
0,1,-0.93,0.53,5.91,-0.024,1.00314,7.7,0.35,9.4,2,2,0,3,1.62
0,1,0.33,0.62,7.3,0.038,1.01853,8.6,0.43,13.4,4,3,3,2,1.0
0,1,0.33,0.64,5.99,0.056,0.9972,10.6,1.47,11.6,1,3,0,3,3.1
0,1,0.65,1.53,8.77,0.525,0.99474,8.8,0.5,21.4,1,3,0,3,3.53
0,1,0.6,-0.19,6.42,0.033,0.95734,11.7,3.27,13.3,3,4,3,1,3.35
0,1,0.13,0.32,8.36,0.051,0.97224,11.3,0.35,11.5,3,3,1,2,2.81
0,0,0.28,0.46,8.64,-0.038,0.96998,8.0,2.17,8.5,3,5,1,1,5.69
0,1,2.63,-0.7,5.6,0.04,1.04326,8.4,0.46,10.7,3,2,2,1,1.29
0,1,0.285,0.29,6.96,-0.385,0.96033,11.1,0.34,12.4,3,1,4,3,1.06
0,1,0.22,0.32,6.13,0.056,1.05036,13.9,0.38,14.8,5,3,2,1,4.0
0,1,-1.03,0.81,7.47,999.0,0.9955,7.8,3.82,8.5,3,2,0,1,4.06
0,1,-1.365,0.32,7.02,0.051,1.01429,12.7,2.54,12.8,4,2,3,1,2.42
0,1,0.5,-0.76,8.7,0.084,0.9968,8.8,0.55,9.5,4,4,2,1,6.74
0,1,0.13,0.3,8.46,-0.463,0.9986,11.9,0.14,12.4,2,3,2,3,1.58
0,1,1.51,-1.66,8.25,0.083,1.02792,8.3,0.62,10.6,3,3,4,3,2.62
0,1,0.16,1.77,8.25,-0.563,0.99048,9.8,0.78,12.5,2,3,2,2,1.0
0,1,0.29,0.23,8.36,0.16,0.99612,1.9,1.15,9.9,2,2,1,1,4.04
0,1,0.32,0.04,7.8,0.289,0.94706,11.5,0.63,12.6,3,2,0,2,2.86
0,1,1.84,0.24,6.62,-1.083,0.9991,11.2,0.58,12.1,3,2,3,3,1.0
0,1,0.61,0.45,7.8,0.03,1.0784,10.8,0.34,13.4,5,4,2,3,2.84
0,1,1.99,0.31,8.78,0.051,1.03916,9.8,0.64,10.2,3,3,2,3,1.0
0,1,0.38,0.3,7.31,0.026,0.993,10.5,0.36,14.7,3,5,0,1,2.69
0,0,0.56,-0.56,8.58,0.221,1.03746,7.9,0.59,9.2,2,3,1,3,1.31
0,1,0.25,1.36,5.45,0.051,0.9928,3.2,1.76,11.5,2,4,0,3,1.03
0,1,-0.58,0.34,8.31,0.042,0.99052,9.0,2.13,11.4,4,2,1,1,2.72
0,0,0.31,-1.31,8.61,0.038,0.9928,3.9,0.63,10.3,4,2,0,2,4.45
0,1,3.08,-0.25,8.43,0.052,0.94293,5.0,1.97,10.0,3,2,2,3,3.11
0,1,1.06,-0.62,5.92,0.643,0.98873,6.8,1.2,10.8,3,4,1,2,1.71
0,1,1.08,0.32,7.53,0.622,1.02225,11.2,1.27,11.5,3,2,1,2,2.44
0,0,-0.22,0.52,8.86,-0.067,0.94791,9.9,0.77,11.2,2,7,0,3,4.81
0,0,0.19,-0.52,5.21,999.0,0.9932,15.4,0.0,16.8,3,3,0,3,2.74
0,1,0.18,0.44,6.7,0.045,0.9924,7.8,0.46,14.2,3,3,2,2,2.13
0,0,0.21,0.44,5.14,999.0,0.99055,9.3,1.51,9.6,3,9,0,1,3.35
0,1,-0.8,0.26,8.52,-0.321,1.02193,8.8,0.43,9.7,3,1,3,1,3.75
0,1,0.2,0.47,8.55,0.593,0.99944,8.2,0.35,21.0,2,3,2,3,1.32
0,1,-0.6,0.23,7.97,0.316,0.99062,12.0,0.57,13.4,4,3,3,2,5.71
0,1,1.4,0.34,6.2,999.0,1.05518,11.3,0.48,13.0,4,1,2,3,1.99
0,0,-0.48,0.99,8.7,-0.18,0.95524,5.3,0.73,8.1,2,3,1,3,4.29
0,1,-0.29,0.3,5.65,0.053,0.9965,8.5,2.71,9.0,3,3,0,1,3.28
0,0,0.21,-0.48,8.73,-0.567,0.99215,12.1,1.25,12.5,4,3,0,1,1.53
0,1,0.31,0.34,6.8,0.585,0.99243,13.1,0.43,13.6,4,2,2,3,1.79
0,1,0.29,0.29,8.32,-0.352,1.02857,1.8,2.31,12.8,3,2,2,3,1.38
0,1,0.35,0.17,7.75,0.049,1.00573,5.2,0.36,9.7,1,3,1,3,2.08
0,0,0.72,0.44,5.44,0.055,0.99488,6.9,0.51,18.4,3,2,0,3,1.59
0,1,0.31,0.3,8.12,0.043,0.98867,13.6,0.36,14.2,3,2,0,1,1.1
0,1,0.38,0.05,7.13,0.103,0.96558,15.1,0.58,15.7,4,5,4,3,3.29
0,0,0.73,-0.21,5.37,0.004,0.94922,5.7,0.59,11.9,3,3,0,1,2.22
0,1,0.28,-0.3,7.7,-0.512,0.99002,13.1,0.6,13.6,4,1,0,2,2.25
0,1,0.44,0.81,6.85,0.053,0.99174,6.6,0.39,19.1,3,2,1,1,1.9
0,1,0.5,-0.62,6.03,0.269,0.98426,11.4,0.4,11.5,3,2,3,3,2.13
0,0,0.46,0.2,8.52,0.077,1.02966,10.2,0.64,10.8,4,3,0,3,2.04
0,1,0.23,-0.93,5.71,0.038,0.99924,7.8,0.41,8.8,4,2,1,1,2.33
0,0,-0.32,0.3,5.72,0.047,0.95265,9.2,0.49,10.2,3,2,1,1,1.54
0,1,-0.27,0.35,7.09,1.104,0.94727,9.0,0.4,16.1,3,2,2,1,3.81
0,1,-0.34,2.17,7.88,999.0,0.96917,9.4,0.73,10.7,3,2,2,2,1.07
0,1,0.17,1.21,6.05,0.028,0.9908,12.1,0.43,13.0,3,2,2,2,3.08
0,1,0.04,0.52,6.03,0.421,1.03751,8.9,0.37,15.7,4,3,2,2,1.15
0,1,0.33,0.2,7.49,0.364,1.01359,15.2,0.26,15.3,4,2,0,1,1.02
0,1,0.22,2.15,5.48,0.057,0.94594,8.1,1.25,9.9,2,3,2,3,1.17
0,1,1.16,0.32,7.72,0.019,0.9935,11.8,0.37,11.9,4,2,2,2,1.65
0,1,-2.52,0.89,5.27,-0.193,0.96938,4.0,0.9,10.7,2,2,1,2,2.59
0,1,1.46,0.43,7.06,0.47,0.9739,6.9,0.59,14.0,3,3,3,2,2.24
0,0,0.59,0.96,8.71,0.082,0.99253,8.0,1.03,13.6,3,9,1,3,1.84
0,0,-0.37,0.45,8.65,0.048,0.9956,9.7,0.48,10.7,4,2,1,1,2.44
0,1,0.69,0.28,7.52,-0.425,1.00238,4.6,0.45,13.5,3,3,0,1,1.0
0,1,2.625,-0.06,7.39,0.049,1.08702,11.6,0.79,12.1,3,1,1,1,1.9
0,1,0.33,0.26,5.62,0.013,0.99907,8.5,0.68,9.5,3,3,0,1,1.73
0,1,0.88,1.25,8.18,999.0,1.01571,13.6,0.51,13.8,3,2,3,1,3.36
0,1,0.12,0.33,8.59,-0.253,1.00446,11.8,0.17,12.9,2,1,3,2,3.76
0,0,1.37,-0.68,5.04,0.045,1.01465,4.7,0.77,11.3,3,2,0,3,6.26
0,1,0.0,0.55,6.06,0.584,1.01726,16.1,0.25,16.9,2,7,1,3,1.6
0,1,0.79,-1.37,7.83,-0.509,0.9928,8.8,2.26,9.1,3,3,2,1,1.52
0,1,1.09,-1.32,7.96,0.028,0.9936,6.5,0.42,11.4,3,3,2,1,2.04
0,1,0.28,0.3,7.72,0.042,0.9978,13.2,0.5,13.7,3,2,3,2,1.52
0,1,-0.1,0.48,8.02,0.687,0.991,3.8,0.7,12.0,3,2,3,3,1.32
0,0,0.26,0.44,8.51,0.071,0.9986,2.3,0.82,15.1,3,7,1,1,1.21
0,1,-1.12,-1.55,6.67,-0.356,0.99615,17.7,1.48,18.6,5,2,3,2,1.74
0,1,0.53,1.52,5.51,-0.029,0.97534,3.1,1.11,11.0,2,2,1,1,3.56
0,1,0.38,0.15,8.47,0.044,0.9931,10.0,0.38,10.2,3,2,3,2,1.75
0,0,0.56,0.19,5.49,-0.02,0.9964,7.0,1.62,15.3,3,4,0,3,2.21
0,1,0.335,0.14,8.3,0.552,0.9937,9.6,0.71,10.3,3,1,3,2,1.46
0,1,-1.19,0.29,6.37,-0.321,0.98046,10.6,0.43,11.6,4,2,2,3,5.79
0,1,0.21,0.69,8.1,0.057,0.98221,11.8,0.52,12.8,5,4,3,2,2.94
0,1,0.31,1.98,6.2,0.526,0.96577,12.8,0.4,13.7,2,2,2,1,1.91
0,0,0.55,0.66,5.41,0.387,1.01475,5.7,1.15,9.6,3,6,0,1,2.45
0,0,1.95,-2.73,5.26,0.114,0.99636,8.8,2.24,9.7,3,3,0,1,1.94
0,1,0.34,2.26,7.18,0.499,0.97238,12.3,0.41,12.9,4,2,4,3,2.64
0,1,0.34,0.54,7.27,0.06,1.00182,10.9,1.4,19.1,4,5,0,2,2.81
0,1,1.65,-0.64,8.01,-0.208,0.99566,10.6,0.44,15.4,4,2,3,3,3.86
0,1,0.35,-0.23,6.61,-0.022,0.9936,13.0,0.34,13.2,4,4,3,1,1.04
0,0,0.28,0.36,8.46,999.0,0.99644,3.5,0.45,5.5,3,2,1,3,1.21
0,0,0.32,0.21,8.63,-0.912,0.9932,8.8,0.61,9.4,2,2,1,3,1.32
0,1,-1.005,-0.76,8.32,0.04,0.9938,14.0,0.43,14.5,3,4,2,1,1.1
0,0,-0.88,0.32,8.44,-0.077,0.99364,0.6,1.64,13.9,3,4,0,3,4.65
0,1,0.37,0.37,7.54,-1.038,0.99003,10.2,0.39,10.9,2,2,0,1,1.31
0,1,-0.05,2.8,6.18,-0.149,0.99178,11.4,0.47,12.4,3,3,0,3,4.08
0,0,0.82,-1.44,8.73,0.089,1.0486,9.0,0.63,9.8,4,5,0,1,2.1
0,1,0.99,0.64,7.51,0.059,0.94711,8.4,0.7,11.8,3,3,3,1,3.48
0,1,0.06,0.41,5.61,-0.039,1.0,7.3,1.89,7.9,3,3,1,2,3.05
0,1,1.37,0.08,7.56,-0.013,0.9953,6.7,0.56,10.5,2,3,1,2,1.0
0,1,1.51,1.33,5.38,0.347,0.98984,4.6,0.45,10.1,2,1,1,1,4.22
0,1,0.72,-0.45,5.05,0.616,0.995,9.2,1.99,14.9,2,2,1,2,6.03
0,1,0.25,0.35,5.79,-0.942,0.9947,8.2,0.34,10.5,1,3,1,1,2.59
0,1,0.58,0.27,7.92,0.566,1.06781,14.6,1.99,14.8,4,2,4,1,3.79
0,1,1.15,-0.66,6.06,0.467,0.9962,8.7,0.42,8.9,4,2,3,1,1.0
0,1,0.36,0.39,6.21,0.024,0.99116,7.1,1.68,11.9,4,4,2,2,5.42
0,1,-0.6,2.8,6.88,0.031,0.9946,11.8,0.36,12.5,5,3,2,2,4.1
0,1,0.26,0.39,6.03,0.454,1.02444,10.2,0.58,11.2,3,2,3,3,1.89
0,1,0.27,3.86,8.79,0.103,0.96894,5.9,0.44,6.2,1,4,0,3,1.49
0,1,0.23,-0.57,7.92,-1.064,0.99975,5.4,1.99,5.9,3,4,3,3,1.29
0,1,0.61,0.01,8.94,0.074,0.99748,9.9,0.65,10.0,2,3,0,1,6.12
0,1,-0.16,-0.94,8.35,0.037,0.9966,9.5,0.04,9.6,2,3,0,2,2.24
0,1,0.18,-1.08,8.34,999.0,0.95494,10.6,0.48,11.4,3,4,0,2,3.82
0,1,1.64,0.39,8.11,-0.411,1.01983,5.7,0.32,12.9,2,2,2,1,3.42
0,0,0.57,1.75,5.21,999.0,0.9963,7.6,0.96,10.1,2,6,0,1,6.14
0,1,0.21,0.48,8.09,0.602,1.001,7.7,0.34,10.2,3,3,1,1,3.6
0,1,0.31,-0.32,7.1,0.028,1.03718,8.2,1.77,8.4,2,2,2,2,4.33
0,1,0.27,0.33,8.14,0.042,0.99215,13.0,0.82,13.9,3,2,2,3,1.52
0,1,1.645,0.64,8.75,-0.496,0.99562,9.8,2.31,10.6,2,2,2,3,1.5
0,1,1.33,0.49,8.53,0.017,1.07587,9.2,0.39,16.6,2,4,2,2,2.78
0,1,0.57,0.84,8.02,0.148,1.00712,8.1,0.13,12.5,2,1,2,2,1.76
0,1,0.37,1.79,6.45,0.028,0.94494,7.2,0.48,10.4,3,4,2,2,1.94
0,1,-0.51,1.44,6.17,0.036,0.96001,7.9,0.24,13.5,3,3,4,1,4.22
0,0,1.61,0.19,5.07,-0.353,0.98291,7.3,0.5,10.0,3,5,0,2,1.8
0,1,-0.69,0.27,8.52,-0.524,0.9936,10.8,0.44,11.1,2,1,1,3,1.38
0,1,1.77,-1.08,7.47,0.041,0.97715,5.7,0.62,16.2,2,3,2,3,2.29
0,0,0.12,0.3,5.65,-0.078,0.95322,6.9,0.5,14.6,3,3,0,2,5.11
0,1,-0.38,0.38,7.82,-0.359,1.03052,10.7,0.37,12.4,3,3,3,3,1.0
0,1,0.41,-0.13,8.58,-0.302,0.98438,8.1,0.46,8.9,2,3,2,1,5.03
0,1,0.26,0.67,7.46,-0.508,0.98918,8.8,1.68,12.5,3,2,2,3,2.1
0,1,-0.49,-1.06,5.87,0.048,0.94728,15.8,0.51,16.5,3,3,3,3,1.79
0,1,-0.1,0.56,8.27,0.526,1.00142,10.1,0.46,16.0,3,6,2,3,3.51
0,1,0.92,-0.54,7.15,999.0,1.01317,9.9,0.5,12.1,4,2,0,3,5.18
0,1,1.03,-0.92,8.23,0.09,0.998,3.7,1.12,10.3,3,4,3,2,1.0
0,1,0.28,0.29,6.31,-0.317,0.94775,11.8,0.36,12.6,2,2,0,3,2.08
0,1,0.98,1.83,7.14,0.482,0.9978,3.4,0.49,13.3,3,3,3,2,1.94
0,1,1.33,0.65,7.22,999.0,1.00598,10.1,1.35,11.7,3,4,3,2,1.63
0,1,0.17,1.8,5.17,0.099,0.9805,11.4,1.73,11.5,1,3,0,1,5.47
0,0,0.52,-0.1,8.63,0.285,0.99761,6.0,0.88,8.7,4,5,0,1,6.48
0,1,1.07,0.37,7.59,-0.048,0.99523,6.0,1.64,7.4,3,2,1,3,2.07
0,1,0.93,0.45,7.9,0.052,0.9994,7.7,0.59,10.2,3,6,2,3,3.67
0,1,0.27,1.0,5.21,0.036,0.9939,3.2,0.33,11.0,3,3,1,3,1.11
0,1,0.26,3.04,7.5,-0.239,0.99126,14.0,0.5,14.1,4,3,2,1,1.0
0,1,-0.84,-2.39,7.36,0.037,0.9952,9.2,0.34,10.0,2,2,1,3,5.15
0,1,0.06,-2.27,8.18,0.048,0.90687,2.6,1.77,14.3,2,2,0,2,3.45
0,1,0.23,1.08,8.55,0.169,0.96844,10.4,0.47,11.7,4,4,2,3,4.61
0,1,0.115,0.3,8.59,0.106,0.9954,8.2,0.94,9.1,3,3,1,1,1.6
0,1,0.38,1.37,7.46,-0.256,0.99929,9.7,0.76,13.6,2,8,2,1,5.11
0,1,0.29,1.21,8.29,999.0,1.01068,10.9,0.36,13.7,3,2,1,2,2.96
0,1,1.86,1.0,5.48,0.185,1.0278,2.3,0.42,12.8,4,2,1,2,2.19
0,1,0.18,-1.09,6.84,-0.343,1.0284,6.9,0.46,9.5,3,3,1,1,1.12
0,1,0.11,0.81,8.44,0.044,0.95804,7.7,0.48,9.9,3,2,0,1,2.94
0,0,0.59,-0.66,8.73,0.052,0.996,9.3,0.47,10.3,3,3,0,1,1.34
0,0,0.43,0.88,8.7,0.16,1.09499,12.4,0.78,12.9,2,6,0,1,2.32
0,1,0.41,0.73,8.4,-0.314,0.94532,10.2,0.69,10.4,4,2,2,1,2.01
0,1,0.32,0.13,6.12,0.042,0.996,4.9,1.32,15.2,2,2,0,1,3.25
0,1,-0.88,-0.12,7.9,0.03,0.97727,17.8,0.46,18.0,3,2,2,3,4.2
0,1,-1.09,0.37,7.47,0.565,0.9921,8.6,0.4,12.4,3,2,3,2,2.02
0,1,-0.725,0.65,8.55,0.079,0.99307,8.4,0.42,9.4,2,2,0,2,2.83
0,0,-1.0,-1.19,8.28,0.04,0.99672,5.3,0.91,11.7,5,2,0,2,1.11
0,1,1.9,-0.35,5.79,0.044,0.95587,3.5,2.0,11.0,1,2,1,2,1.93
0,1,0.3,0.22,7.76,999.0,1.01567,7.5,1.34,11.6,1,3,1,1,2.32
0,1,0.23,0.26,5.91,0.045,1.02745,4.8,0.6,5.1,3,2,1,1,1.78
0,0,-2.28,-0.95,9.04,-0.42,1.07091,14.8,1.76,15.0,5,3,1,3,1.12
0,1,1.45,0.22,7.83,0.049,1.03283,13.0,0.4,13.2,3,3,2,3,1.0
0,1,-0.31,0.24,5.34,0.057,0.9942,5.7,0.48,19.5,4,2,0,3,2.63
0,0,1.87,0.31,6.04,-0.324,0.95754,6.8,0.55,10.3,3,3,0,2,1.35
0,1,-0.83,0.29,5.7,0.374,0.9991,8.7,1.21,8.9,3,2,4,2,5.99
0,1,-0.71,1.03,7.78,0.67,1.02573,12.0,0.6,12.4,3,3,0,1,4.51
0,0,0.95,1.81,8.52,999.0,0.99754,1.6,2.49,17.1,3,6,0,3,1.32
0,1,1.19,-1.15,8.34,999.0,0.98175,4.6,1.21,9.2,2,2,0,1,2.36
0,1,-1.11,0.39,8.25,-0.512,0.95701,11.7,0.48,12.0,4,3,2,2,3.6
0,1,-0.34,0.4,8.2,0.041,0.99268,14.6,1.37,15.0,3,2,2,2,1.0
0,1,-0.99,-0.75,5.51,-0.444,0.95363,8.8,2.69,11.2,3,2,2,2,3.95
0,1,1.15,0.35,8.58,0.314,1.02976,8.1,2.47,8.7,3,1,1,1,1.0
0,0,2.005,0.0,8.84,0.508,1.03037,6.9,2.39,7.0,4,2,0,3,2.13
0,1,-0.96,0.78,7.09,999.0,0.99455,8.2,0.88,17.0,4,2,3,1,5.36
0,0,2.42,0.0,8.81,0.256,0.99258,7.6,1.65,14.5,3,1,0,3,4.3
0,1,0.2,3.15,7.88,-1.087,0.99388,7.1,0.49,17.0,3,3,0,2,1.89
0,1,-0.02,0.44,6.24,-0.08,0.94968,8.7,0.51,9.5,2,4,2,2,1.89
0,1,0.495,0.14,8.34,0.465,0.95622,8.9,0.36,9.0,2,2,2,2,5.29
0,1,0.17,0.21,5.15,0.09,0.98558,10.9,0.41,11.6,3,1,0,3,1.91
0,1,0.34,-0.65,7.31,-0.007,0.95188,9.8,0.38,12.4,3,4,3,2,2.15
0,1,0.34,0.29,7.31,0.046,0.98465,10.7,0.57,11.5,2,2,3,3,3.62
0,1,1.17,-0.97,8.58,0.57,1.03054,4.1,0.38,11.2,1,2,1,3,1.0
0,1,0.27,0.25,8.07,-0.501,0.9961,5.7,0.43,12.9,5,2,3,3,1.56
0,1,0.44,1.08,5.31,-0.514,0.99124,8.1,0.42,8.4,2,3,1,3,2.87
0,1,1.07,0.16,7.71,0.049,0.96158,5.6,0.93,10.7,4,0,2,1,2.75
0,1,0.28,0.3,6.93,0.026,1.00058,11.7,0.58,19.2,4,1,3,3,3.89
0,0,0.2,1.41,8.8,0.033,0.99043,7.4,0.56,8.3,4,1,0,1,1.68
0,1,0.98,0.31,7.0,-0.357,0.99216,9.7,0.31,10.3,4,3,4,1,2.73
0,1,0.4,1.24,6.14,0.19,0.97985,14.8,0.49,17.3,3,3,1,3,2.07
0,1,-0.46,-0.03,7.88,0.217,0.9982,10.4,0.64,11.0,4,2,1,1,3.27
0,1,0.32,0.12,8.32,0.029,0.9906,8.3,0.62,11.0,2,1,2,1,2.79
0,1,0.19,0.27,6.67,999.0,0.99807,13.6,1.43,13.7,5,3,4,1,1.29
0,1,0.225,0.4,7.19,999.0,0.989,13.7,0.36,14.3,4,0,4,1,1.28
0,1,1.26,2.06,7.2,0.047,0.99,15.0,1.22,15.8,4,2,2,1,1.56
0,1,0.17,0.56,6.96,0.026,1.00233,16.2,1.02,17.2,5,1,0,3,3.44
0,1,-0.1,1.67,7.09,0.038,1.02773,12.7,1.78,20.3,4,3,3,3,1.17
